Date,Close,High,Low,Open,Volume
2023-11-07,130.07286071777344,131.00642417120397,128.99033082146218,129.81464716535797,29757300
2023-11-08,130.93692016601562,131.30439604894627,129.88418336716097,130.0728843319122,26425800
2023-11-09,129.34788513183594,131.64205962708724,129.17905141944397,131.05610465685587,23747800
2023-11-10,131.6817626953125,131.8903308755952,128.5235527815123,129.20882874695465,26913300
2023-11-13,131.18521118164062,131.6817863001911,130.3509686195006,130.87733703282254,18324800
2023-11-14,132.70472717285156,134.7704814431392,132.4067942311074,133.27083007070482,32395200
2023-11-15,133.69784545898438,134.10504058781052,132.65505010339137,133.94613295398577,23861500
2023-11-16,135.99205017089844,136.28007221647312,133.3999426863431,134.26397851452822,28013200
2023-11-17,134.38314819335938,135.12801082704152,132.73451526045164,135.06842424103002,37240600
2023-11-20,135.31668090820312,135.723876025391,132.70469168607795,132.77421945673882,27815500
2023-11-21,136.0317840576172,136.2403371131516,135.02870781151344,135.35643404163898,22635300
2023-11-22,137.5413818359375,138.4650042826892,136.52836435057273,136.52836435057273,17813900
2023-11-24,135.7537078857422,137.18384664712832,135.05850575292112,137.0845255620382,12514300
2023-11-27,135.4756317138672,137.47185829728923,135.06843646690527,135.09822976260782,23436500
2023-11-28,136.2602081298828,136.30986867209273,134.49240193795245,135.1478847248758,18730000
2023-11-29,134.06533813476562,137.3427213579803,133.916356526449,136.6276672242787,23967200
2023-11-30,131.6221923828125,134.6215101750712,130.3807546555512,134.12493508416668,38988300
2023-12-01,130.95677185058594,131.20505937380074,129.77492081540063,130.95677185058594,31442300
2023-12-04,128.38450622558594,129.13929477876522,127.02388798210762,128.9903283387517,36669900
2023-12-05,130.09275817871094,131.23487491745817,127.37152100730603,128.06672315933784,27384800
2023-12-06,129.12939453125,130.93692003300382,128.99035410803816,130.53966601076132,23576200
2023-12-07,135.99205017089844,137.61088985291832,133.77732945899103,134.11499689135425,56767100
2023-12-08,134.06533813476562,135.46566826562713,133.1119073660502,133.2807410653947,32260100
2023-12-11,132.37696838378906,132.42662891897587,130.4601959905728,131.47321332216674,31138000
2023-12-12,131.6122589111328,132.08896672831054,130.3608800539224,130.90711565395327,29032800
2023-12-13,131.6619415283203,132.5855640261378,130.6687912359897,132.4663908404248,30104800
2023-12-14,131.03623962402344,132.8040457651367,128.8016516772407,132.46637833464752,38722400
2023-12-15,131.6916961669922,132.59545115047231,130.2814098301103,130.7183982551423,50847100
2023-12-18,134.86978149414062,136.21052498571453,131.5228554792147,131.72149761509291,32258000
2023-12-19,135.71397399902344,136.52836446846126,135.1478862434252,135.9026749689795,25476800
2023-12-20,137.39239501953125,140.72938029742406,137.12425537662756,138.01808449484534,49107200
2023-12-21,139.45814514160156,139.72629993086744,138.22663347448133,138.5345227569631,27488300
2023-12-22,140.5208282470703,141.01740335058128,139.74617229793478,139.80575888567296,26532200
2023-12-26,140.5506134033203,141.7026560595198,140.22287203546634,140.62012603356706,16780300
2023-12-27,139.40847778320312,141.10677115979163,138.9317699678128,140.62012214444914,19628600
2023-12-28,139.2694549560547,140.1732253182547,138.7927470804766,139.8156906230036,16045700
2023-12-29,138.733154296875,139.3985631144452,137.8293839750218,138.6735677093716,18733000
2024-01-02,137.2235565185547,138.49478751777463,135.54513031454442,137.60095843072804,23711200
2024-01-03,137.96841430664062,138.67355756715372,136.14102170359678,136.3098554072648,24212100
2024-01-04,135.45574951171875,138.20677969396053,135.41603017325698,137.47184312113336,27137700
2024-01-05,134.80026245117188,136.22047501254474,134.22423355918488,135.81327982358127,22513900
2024-01-08,137.8889617919922,138.05779549726947,135.32663261243945,135.35642590429612,21404000
2024-01-09,139.98452758789062,140.52083722032057,137.20370379980002,137.55131245616278,24759600
2024-01-10,141.30538940429688,142.02045866024227,139.94477867069364,140.03415853912,21320200
2024-01-11,141.1067657470703,144.22525640452344,139.67662720148994,142.50711100247338,24008700
2024-01-12,141.67286682128906,142.21910245000933,140.8485655093565,141.6927340680432,18785500
2024-01-16,141.51397705078125,143.36123702369463,140.48109235933,141.0273279986293,22670500
2024-01-17,140.50096130371094,140.86842203173782,137.94855799209301,140.3817881279767,20968600
2024-01-18,142.49716186523438,143.2221722972094,141.01737802130023,141.0769645983356,25746400
2024-01-19,145.37733459472656,145.44684723016536,143.39103414732446,143.74856883402762,34271900
2024-01-22,144.989990234375,147.37354444028344,144.84100862508816,146.09238746431797,32200400
2024-01-23,146.03280639648438,146.17184682560335,144.50336167617556,144.89068966831204,21636100
2024-01-24,147.68142700195312,148.8235587881105,147.08554599350785,147.5225193379935,25233500
2024-01-25,150.82969665527344,152.0016216209964,148.5156551679274,149.04203864825777,29149100
2024-01-26,151.1475067138672,151.49510013462074,149.97558178876213,150.06497680942854,26115500
2024-01-29,152.45848083496094,152.72663563055315,150.39272661279912,151.01841608442453,27784300
2024-01-30,150.4225311279297,152.56772397377597,150.15437633934806,151.7533487161558,36331800
2024-01-31,139.14035034179688,143.0136300951665,138.91191488265414,142.63622816638244,71910000
2024-02-01,140.1930694580078,142.08004855541006,139.82559362212137,141.14648505201,40466500
2024-02-02,141.40472412109375,141.64307045990364,135.56499635195138,138.3060853281464,62499600
2024-02-05,142.69580078125,144.4735479676609,141.80197174238813,141.84170623324798,38505400
2024-02-06,143.11293029785156,144.3642939230755,142.2091601025006,143.65915070969015,29128200
2024-02-07,144.54306030273438,144.62251413002522,142.94408801989272,143.7684044294837,25208900
2024-02-08,144.91055297851562,145.32767425453704,144.10610372088362,144.83109914199682,22563800
2024-02-09,147.97935485839844,148.41634329742809,145.17866449239943,145.6752395087028,26829500
2024-02-12,146.51943969726562,148.3170390352505,146.3605320370219,147.403342720252,21564100
2024-02-13,144.1458282470703,145.66534693376036,142.70576339975707,143.92733397735157,27837700
2024-02-14,144.94033813476562,145.5163670514816,143.10300425982211,145.0793785522992,22704200
2024-02-15,141.79205322265625,142.53691584599866,139.49787876744466,142.15951393413914,37590700
2024-02-16,139.55746459960938,142.20917370588808,139.18006268978624,142.0105467049223,31468900
2024-02-20,140.15333557128906,141.1067663236611,138.5345112327269,138.70334492917732,25144700
2024-02-21,141.57354736328125,141.7125877687313,139.71634640315906,140.4810762102682,23223300
2024-02-22,143.10301208496094,144.00678242548355,141.82185496436466,143.9372546357804,27191900
2024-02-23,142.97389221191406,143.6889463277241,142.44750872748762,142.68587020226934,19493800
2024-02-26,136.627685546875,141.46432235767185,136.44891062377383,141.1663742553499,53641800
2024-02-27,137.92869567871094,138.29615637950963,136.1509484496325,137.07458595594144,33099200
2024-02-28,135.4458465576172,137.06467128706117,134.48248952728895,136.95542414482998,37328600
2024-02-29,137.51156616210938,137.9088201307194,135.4656642763921,136.3396411924551,42133000
2024-03-01,136.2006072998047,137.91875276987585,135.98211306034264,137.4817642909518,31151100
2024-03-04,132.4365692138672,134.73074347371,131.00643067415544,134.73074347371,55999400
2024-03-05,131.76121520996094,132.32731801205793,129.77491511154423,130.97663333896386,40194800
2024-03-06,130.4999237060547,132.6649989142327,129.95370324672783,132.20814317715227,35318600
2024-03-07,133.45950317382812,134.0156647546649,130.7084734033321,131.88038314091438,37738200
2024-03-08,134.4824676513672,137.1441028229162,133.08212227990484,133.29069048269943,39370400
2024-03-11,136.72698974609375,138.147202448987,135.1975450664785,135.1975450664785,32437800
2024-03-12,137.55130004882812,138.42527705734926,136.09136807062538,136.09136807062538,27563400
2024-03-13,138.83245849609375,140.1235567749136,138.0379504669147,138.04787651328522,23347200
2024-03-14,142.11978149414062,142.60641533113196,139.49786590784714,140.22286121787153,42753400
2024-03-15,140.21295166015625,142.1992522542093,139.07083488028408,141.5239173262813,49475400
2024-03-18,146.66842651367188,151.10780949085046,146.16192532489907,147.59206415704662,69273700
2024-03-19,146.02285766601562,147.7707963825931,145.0793681039668,147.14512212588627,24070400
2024-03-20,147.72116088867188,147.84033405901792,145.73486056013707,146.98622431157722,21311500
2024-03-21,146.5889892578125,149.3400046573961,145.89377192953626,148.44617545571356,24755600
2024-03-22,149.7372589111328,150.54170814315216,147.9595115784489,148.0985519993625,29211800
2024-03-25,149.0420684814453,149.34994264085142,146.8074803711192,148.91295409681547,19229300
2024-03-26,149.63795471191406,151.21706006064184,148.9526785764323,149.19104010529105,22149100
2024-03-27,149.83656311035156,150.60129299369396,147.88005603945206,150.14443724209133,22879200
2024-03-28,149.89614868164062,150.39272376928287,149.14136000396124,149.8167100033746,24485400
2024-04-01,154.42494201660156,154.67322958583603,149.57836381577835,149.65781765644584,31730800
2024-04-02,153.50128173828125,153.64032215037406,151.1077862868628,152.448545024683,24586000
2024-04-03,153.85882568359375,154.01773335108788,151.6838243418592,152.54787531244028,24705000
2024-04-04,149.4989013671875,153.7098637544804,149.41944753109482,152.44855873219765,34724700
2024-04-05,151.4553985595703,152.36909488318793,148.57526917325976,149.00231646564103,23459200
2024-04-08,153.78929138183594,154.20641258453443,151.56462981317682,151.73346350325,20702000
2024-04-09,155.52732849121094,157.4738944107065,154.12698306219647,155.02081218686513,31079500
2024-04-10,155.0704803466797,155.53726217928414,153.62047430521832,155.1400081386409,22838600
2024-04-11,158.3180694580078,158.58620908812793,155.38827953878376,155.83519407658596,27166400
2024-04-12,156.64956665039062,159.12251594365648,156.06361170739086,156.87800209265978,25353700
2024-04-15,153.79922485351562,158.1492271341313,153.53107008373672,157.77182524735122,27136500
2024-04-16,153.34237670898438,154.5838143933326,152.3790198535887,153.1338236644043,20779500
2024-04-17,154.40505981445312,156.0040322116408,153.5211567597512,154.55402627985885,21763100
2024-04-18,154.94134521484375,155.86498270934086,153.56086715021243,154.2759364510269,19883000
2024-04-19,153.0345001220703,155.28895516371534,151.25676805460682,155.13004750565483,32615600
2024-04-22,155.20950317382812,156.56018797481067,153.004708643485,153.252996179296,26446200
2024-04-23,157.17593383789062,157.88107709681086,155.20950082719352,155.88485079460835,21151600
2024-04-24,158.0399932861328,158.47698179082704,156.093412261841,156.41122759408012,22779100
2024-04-25,154.93141174316406,155.41806073558595,149.83654700762904,150.29340271013402,57109700
2024-04-26,170.77215576171875,173.5132597219651,168.48790751293603,173.17557717250597,64665300
2024-04-29,165.0118865966797,168.3886061017505,164.07833821221814,167.90195708676399,45610000
2024-04-30,161.6649627685547,166.94852827075354,161.4862030348835,164.4755792084326,33562900
2024-05-01,162.73757934570312,165.9752432828852,161.97284950974932,163.174567823391,33493200
2024-05-02,165.4786834716797,165.5879306011689,162.76738763615438,163.66121676523363,24294500
2024-05-03,166.09445190429688,166.8095212907781,161.93314996621794,166.41225210147184,34662400
2024-05-06,166.94854736328125,166.98826670166156,164.89271926535207,166.31293186931515,21871300
2024-05-07,170.07696533203125,170.5834664593811,167.23655526104525,167.34580238509352,28039700
